,Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours,Cost_per_km,Delay_Hours,Delay_Ratio,Shelf_Life_Utilization,Fuel_Cost_Index,Perishability_Risk_Index
5173,SHP05174,Raipur,Mumbai,Curd,Mini Van,State Highway,Foggy,770,6776,105.04,69,43.0,12780.33,4393.88,6834.72,623.0,99019.11,29,128.59624675324676,14.0,0.3255813953488372,1.4827586206896552,80880.8,0.9041700080192464
5174,SHP05175,Bhopal,Delhi,Frozen Peas,Non-Refrigerated Truck,National Highway,Rainy,1118,8597,91.97,39,65.08,9508.61,2473.31,4547.28,1613.64,37991.93,50,33.982048300536675,15.079999999999998,0.2317148125384142,1.3016,102822.46,0.7666574062692071
5175,SHP05176,Delhi,Mumbai,Fish,Refrigerated Truck,State Highway,Clear,1534,15923,105.34,43,13.65,3930.51,3755.08,7250.59,2495.37,48473.28,64,31.599269882659712,0.0,0.0,0.21328125,161591.56,0.106640625
5176,SHP05177,Mumbai,Jaipur,Milk,Mini Van,National Highway,Hot,56,10239,101.45,64,41.92,3993.95,2461.43,5646.35,2313.89,37592.96,61,671.3028571428571,0.0,0.0,0.6872131147540984,5681.2,0.3436065573770492
5177,SHP05178,Patna,Jaipur,Meat,Refrigerated Truck,National Highway,Hot,1332,13422,112.04,58,5.25,14500.88,1706.89,5314.76,2105.92,117957.73,23,88.55685435435436,0.0,0.0,0.2282608695652173,149237.28,0.1141304347826086
5178,SHP05179,Indore,Ranchi,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Hot,2185,5984,108.92,38,51.48,4542.72,4709.51,6296.1,1720.33,87001.37,27,39.81756064073226,24.48,0.4755244755244754,1.9066666666666665,237990.2,1.191095571095571
5179,SHP05180,Nagpur,Chandigarh,Cheese,Non-Refrigerated Truck,Urban Road,Clear,992,3680,89.54,39,47.55,6626.14,3198.17,2532.08,3388.42,119774.82,40,120.74074596774194,7.549999999999997,0.1587802313354363,1.18875,88823.68000000001,0.6737651156677181
5180,SHP05181,Mumbai,Hyderabad,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Foggy,591,17070,103.3,31,51.19,11416.0,3277.01,2202.88,810.89,16056.7,17,27.16869712351946,34.19,0.667903887478023,3.011176470588236,61050.3,1.8395401790331287
5181,SHP05182,Bhubaneswar,Indore,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Hot,1433,5971,104.59,52,36.3,12440.7,2557.71,6882.46,2155.32,116369.42,35,81.20685275645499,1.2999999999999972,0.0358126721763084,1.0371428571428571,149877.47,0.5364777646595829
5182,SHP05183,Pune,Chennai,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1030,19916,110.86,47,16.71,6465.14,1091.51,7300.86,2418.05,31047.42,33,30.143126213592232,0.0,0.0,0.5063636363636363,114185.8,0.2531818181818182
5183,SHP05184,Hyderabad,Indore,Fresh Vegetables,Refrigerated Truck,National Highway,Clear,418,15041,104.23,30,34.47,6236.64,4207.61,2123.78,3573.59,7144.01,66,17.090933014354068,0.0,0.0,0.5222727272727272,43568.14,0.2611363636363636
5184,SHP05185,Nagpur,Delhi,Cheese,Refrigerated Truck,Urban Road,Foggy,1273,546,89.22,40,5.6,5676.32,3744.59,4718.01,1345.12,29859.51,36,23.456017282011,0.0,0.0,0.1555555555555555,113577.06,0.0777777777777777
5185,SHP05186,Ahmedabad,Jaipur,Fish,Non-Refrigerated Truck,State Highway,Clear,1080,19752,92.75,66,29.94,6131.43,2032.35,2186.17,1312.98,26167.11,56,24.22880555555556,0.0,0.0,0.5346428571428572,100170.0,0.2673214285714286
5186,SHP05187,Mumbai,Hyderabad,Cheese,Non-Refrigerated Truck,National Highway,Hot,728,14934,104.13,65,61.02,11495.44,4697.23,1212.57,3296.55,90946.43,46,124.92641483516482,15.020000000000003,0.2461488036709276,1.326521739130435,75806.64,0.7863352714006813
5187,SHP05188,Raipur,Chandigarh,Meat,Mini Van,State Highway,Foggy,732,15340,112.36,62,27.02,1398.16,1850.75,4501.48,1324.4,82246.82,36,112.359043715847,0.0,0.0,0.7505555555555555,82247.52,0.3752777777777777
5188,SHP05189,Bengaluru,Chennai,Meat,Non-Refrigerated Truck,National Highway,Hot,445,3537,111.75,65,44.24,12102.3,387.03,5209.7,499.35,45909.27,53,103.16689887640447,0.0,0.0,0.8347169811320755,49728.75,0.4173584905660377
5189,SHP05190,Nagpur,Kolkata,Meat,Mini Van,Urban Road,Foggy,589,3805,95.78,53,21.76,3614.93,1452.37,4283.73,2232.59,26300.7,31,44.65314091680815,0.0,0.0,0.7019354838709678,56414.42,0.3509677419354839
5190,SHP05191,Chennai,Lucknow,Milk,Non-Refrigerated Truck,State Highway,Hot,1220,15762,109.92,54,13.13,2841.32,1969.47,6470.6,3108.44,46341.16,70,37.98455737704919,0.0,0.0,0.1875714285714285,134102.4,0.0937857142857142
5191,SHP05192,Bengaluru,Hyderabad,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Foggy,1357,18497,100.34,52,39.42,2251.19,4136.9,2616.86,867.87,116053.4,59,85.52203389830508,0.0,0.0,0.668135593220339,136161.38,0.3340677966101695
5192,SHP05193,Ranchi,Delhi,Milk,Non-Refrigerated Truck,State Highway,Clear,1580,13764,98.93,51,6.43,3915.78,3980.63,7442.96,3119.51,39693.0,50,25.122151898734177,0.0,0.0,0.1286,156309.40000000002,0.0643
5193,SHP05194,Bhubaneswar,Ahmedabad,Meat,Non-Refrigerated Truck,State Highway,Foggy,1547,6860,95.53,62,65.5,12591.1,2275.73,4942.16,1611.71,84045.96,14,54.32835164835165,51.5,0.7862595419847328,4.678571428571429,147784.91,2.732415485278081
5194,SHP05195,Raipur,Ahmedabad,Fish,Refrigerated Truck,State Highway,Foggy,625,10392,105.35,48,56.85,8300.6,3564.25,4726.97,3809.45,43565.88,16,69.70540799999999,40.85,0.7185576077396658,3.553125,65843.75,2.135841303869833
5195,SHP05196,Chandigarh,Hyderabad,Meat,Non-Refrigerated Truck,State Highway,Clear,934,8645,102.99,63,71.86,4400.0,1296.07,4167.79,621.98,97669.29,27,104.57097430406851,44.86,0.6242694127470081,2.6614814814814816,96192.66,1.6428754471142448
5196,SHP05197,Raipur,Raipur,Milk,Refrigerated Truck,Urban Road,Foggy,954,10128,96.24,52,71.54,3196.22,4475.01,2505.67,1466.59,71228.6,64,74.66310272536688,7.540000000000006,0.1053955828906906,1.1178125,91812.96,0.6116040414453453
5197,SHP05198,Ranchi,Delhi,Cheese,Non-Refrigerated Truck,State Highway,Clear,552,612,107.89,55,53.57,11658.3,494.59,2982.36,1077.52,81595.77,51,147.8184239130435,2.5700000000000003,0.0479746126563375,1.050392156862745,59555.28,0.5491833847595412
5198,SHP05199,Mumbai,Patna,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Hot,99,4741,96.38,51,56.81,7829.71,2114.05,4868.93,3618.48,9359.17,70,94.53707070707073,0.0,0.0,0.8115714285714286,9541.62,0.4057857142857143
5199,SHP05200,Kolkata,Bhopal,Cheese,Refrigerated Truck,State Highway,Hot,2043,19575,102.53,32,39.91,2244.06,4084.75,6193.32,1333.16,89609.62,32,43.86178169358786,7.909999999999997,0.1981959408669505,1.2471875,209468.79,0.7226917204334753
5200,SHP05201,Pune,Chennai,Meat,Non-Refrigerated Truck,National Highway,Hot,274,15943,96.77,33,18.86,5940.46,2651.59,1985.53,1282.84,35930.1,43,131.1317518248175,0.0,0.0,0.4386046511627907,26514.98,0.2193023255813953
5201,SHP05202,Mumbai,Mumbai,Paneer,Mini Van,National Highway,Foggy,2179,12528,88.51,62,58.97,6952.0,4105.87,4658.31,2907.37,79037.49,26,36.27236805874254,32.97,0.5590978463625572,2.268076923076923,192863.29,1.4135873847197402
5202,SHP05203,Hyderabad,Chennai,Cheese,Mini Van,State Highway,Rainy,571,11275,89.84,40,22.34,5632.29,997.64,1211.22,3811.64,53200.25,50,93.17031523642731,0.0,0.0,0.4468,51298.64,0.2234
5203,SHP05204,Raipur,Jaipur,Fresh Fruits,Non-Refrigerated Truck,National Highway,Rainy,952,19229,104.7,49,48.2,4345.2,1409.18,2283.06,2483.85,41864.4,31,43.97521008403361,17.200000000000003,0.3568464730290457,1.5548387096774194,99674.4,0.9558425913532326
5204,SHP05205,Pune,Ranchi,Ready-to-Eat Meals,Mini Van,State Highway,Hot,284,15023,109.34,61,53.7,5271.08,2114.89,6625.58,3785.07,45324.4,49,159.59295774647887,4.700000000000003,0.0875232774674115,1.0959183673469388,31052.56,0.5917208224071752
5205,SHP05206,Bengaluru,Bhopal,Fresh Fruits,Mini Van,Urban Road,Clear,1540,10850,99.05,44,42.37,11215.03,4323.9,2934.08,2734.71,18402.2,57,11.94948051948052,0.0,0.0,0.7433333333333333,152537.0,0.3716666666666666
5206,SHP05207,Bengaluru,Bhubaneswar,Ready-to-Eat Meals,Mini Van,National Highway,Foggy,1818,555,94.77,54,49.07,14319.18,4794.36,2980.24,1029.4,20326.08,53,11.18046204620462,0.0,0.0,0.9258490566037736,172291.86,0.4629245283018868
5207,SHP05208,Ranchi,Indore,Fresh Vegetables,Mini Van,State Highway,Clear,796,1080,95.09,46,23.92,874.75,472.59,4717.09,3054.85,18545.78,54,23.29871859296482,0.0,0.0,0.442962962962963,75691.64,0.2214814814814815
5208,SHP05209,Jaipur,Indore,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,92,4045,102.93,51,55.72,9588.87,4713.86,3598.58,1396.84,82523.29,31,896.9922826086956,24.72,0.4436468054558506,1.7974193548387096,9469.56,1.12053308014728
5209,SHP05210,Bengaluru,Delhi,Cheese,Refrigerated Truck,Urban Road,Clear,431,13317,99.03,63,68.16,1555.41,3551.41,6888.9,1442.6,37259.81,48,86.44967517401392,20.16,0.2957746478873239,1.42,42681.93,0.857887323943662
5210,SHP05211,Ahmedabad,Ahmedabad,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Hot,1206,12503,85.02,62,36.91,3431.5,2522.49,4177.82,3292.57,115385.25,71,95.67599502487562,0.0,0.0,0.5198591549295775,102534.12,0.2599295774647887
5211,SHP05212,Jaipur,Raipur,Fresh Vegetables,Mini Van,State Highway,Rainy,452,13236,108.14,54,12.23,8393.83,1370.24,6991.83,1257.43,99363.24,66,219.83017699115047,0.0,0.0,0.1853030303030303,48879.28,0.0926515151515151
5212,SHP05213,Bengaluru,Pune,Frozen Peas,Mini Van,State Highway,Clear,103,8061,89.27,43,46.14,12011.93,1562.31,1062.53,1533.05,44700.89,70,433.9892233009709,0.0,0.0,0.6591428571428571,9194.81,0.3295714285714285
5213,SHP05214,Lucknow,Jaipur,Paneer,Refrigerated Truck,State Highway,Hot,703,10628,105.24,59,27.22,6815.88,3388.21,6659.36,3952.61,64323.93,49,91.4991891891892,0.0,0.0,0.5555102040816327,73983.72,0.2777551020408163
5214,SHP05215,Mumbai,Raipur,Curd,Mini Van,State Highway,Rainy,1979,13974,95.33,51,32.5,13252.32,2218.11,1203.23,929.15,95270.0,57,48.14047498736736,0.0,0.0,0.5701754385964912,188658.07,0.2850877192982456
5215,SHP05216,Jaipur,Lucknow,Fresh Vegetables,Refrigerated Truck,State Highway,Rainy,828,2167,102.34,51,14.31,10878.59,350.43,7086.71,2638.85,21815.32,54,26.347004830917875,0.0,0.0,0.265,84737.52,0.1325
5216,SHP05217,Chandigarh,Kolkata,Cheese,Refrigerated Truck,State Highway,Rainy,208,8910,110.65,48,46.55,3309.27,4837.23,7661.41,1760.05,25999.28,38,124.99653846153844,8.549999999999997,0.183673469387755,1.225,23015.2,0.7043367346938775
5217,SHP05218,Kolkata,Pune,Cheese,Refrigerated Truck,Urban Road,Clear,187,9583,89.63,67,57.53,10450.06,3395.48,7204.04,1482.98,48549.6,59,259.6235294117647,0.0,0.0,0.975084745762712,16760.809999999998,0.4875423728813559
5218,SHP05219,Mumbai,Pune,Paneer,Mini Van,National Highway,Clear,582,4926,108.33,33,56.12,5116.64,3987.53,7236.21,792.19,65076.54,27,111.81536082474229,29.12,0.5188880969351389,2.078518518518518,63048.06,1.2987033077268286
5219,SHP05220,Hyderabad,Ahmedabad,Paneer,Refrigerated Truck,State Highway,Rainy,946,5758,86.15,37,71.58,11617.29,3287.29,4874.28,2270.36,19610.78,59,20.730211416490484,12.579999999999998,0.1757474154791841,1.213220338983051,81497.90000000001,0.6944838772311175
5220,SHP05221,Nagpur,Ahmedabad,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Clear,764,12278,112.64,68,18.43,3843.75,3626.64,7627.37,2408.63,58658.62,15,76.77829842931938,3.43,0.1861096039066739,1.2286666666666666,86056.96,0.7073881352866702
5221,SHP05222,Delhi,Ranchi,Meat,Refrigerated Truck,Urban Road,Hot,470,7147,91.05,39,66.16,2595.23,388.25,1843.54,2845.3,27559.72,42,58.63770212765958,24.16,0.3651753325272067,1.575238095238095,42793.5,0.9702067138826508
5222,SHP05223,Bhubaneswar,Indore,Paneer,Refrigerated Truck,National Highway,Foggy,1983,14167,108.83,57,53.82,9747.34,2068.16,1784.07,3215.54,106092.22,69,53.50086737266768,0.0,0.0,0.78,215809.89,0.39
5223,SHP05224,Pune,Patna,Meat,Non-Refrigerated Truck,Urban Road,Rainy,2027,1343,87.02,50,52.11,9441.01,4689.95,2930.82,1827.03,112547.3,26,55.5240749876665,26.11,0.5010554596046825,2.004230769230769,176389.53999999998,1.2526431144177257
5224,SHP05225,Delhi,Ahmedabad,Frozen Peas,Mini Van,Urban Road,Foggy,2154,12799,94.81,30,50.5,8815.91,4793.4,4824.18,2292.85,89594.66,56,41.59454967502322,0.0,0.0,0.9017857142857144,204220.74,0.4508928571428571
5225,SHP05226,Delhi,Jaipur,Cheese,Refrigerated Truck,State Highway,Rainy,618,4011,104.01,66,40.61,4026.3,4613.78,2176.57,541.19,20757.8,38,33.58867313915857,2.6099999999999994,0.0642698842649593,1.0686842105263157,64278.18,0.5664770473956375
5226,SHP05227,Delhi,Chennai,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Foggy,118,7208,104.76,63,29.75,3486.73,4994.05,7148.99,1843.7,84078.67,38,712.5311016949153,0.0,0.0,0.7828947368421053,12361.68,0.3914473684210526
5227,SHP05228,Kolkata,Ranchi,Paneer,Mini Van,Urban Road,Rainy,1225,1619,105.96,40,68.15,13730.39,538.32,2823.69,788.21,67034.68,65,54.722187755102034,3.1500000000000057,0.0462215700660308,1.0484615384615386,129801.0,0.5473415542637847
5228,SHP05229,Kolkata,Patna,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,769,9827,95.53,45,14.27,8223.57,505.87,7402.99,302.68,102690.57,64,133.53780234070223,0.0,0.0,0.22296875,73462.57,0.111484375
5229,SHP05230,Bhubaneswar,Kolkata,Fresh Vegetables,Refrigerated Truck,State Highway,Rainy,237,6534,104.98,68,15.97,6394.78,4677.33,3002.89,521.07,48867.38,39,206.1914767932489,0.0,0.0,0.4094871794871795,24880.26,0.2047435897435897
5230,SHP05231,Chandigarh,Ranchi,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,1736,13858,97.86,43,5.14,12382.18,345.97,1969.72,391.43,117769.31,37,67.83946428571429,0.0,0.0,0.1389189189189189,169884.96,0.0694594594594594
5231,SHP05232,Delhi,Lucknow,Curd,Mini Van,National Highway,Rainy,1793,4265,101.98,30,54.28,1236.34,4449.01,6200.6,1751.44,97126.7,28,54.16993865030675,26.28,0.4841562269712601,1.9385714285714288,182850.14,1.2113638277713443
5232,SHP05233,Lucknow,Chandigarh,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Clear,229,6897,101.42,60,64.79,10301.93,4403.76,1357.46,1722.06,28259.61,40,123.40441048034934,24.790000000000006,0.3826207748109276,1.6197500000000002,23225.18,1.001185387405464
5233,SHP05234,Jaipur,Bengaluru,Milk,Non-Refrigerated Truck,State Highway,Foggy,1822,14330,90.04,41,16.65,2637.58,2797.86,6450.46,1036.25,82004.59,50,45.00800768386389,0.0,0.0,0.3329999999999999,164052.88,0.1664999999999999
5234,SHP05235,Kolkata,Chandigarh,Meat,Mini Van,Urban Road,Hot,57,10571,110.4,56,6.34,3778.93,4425.74,7541.66,2021.22,64653.57,41,1134.2731578947369,0.0,0.0,0.1546341463414634,6292.8,0.0773170731707317
5235,SHP05236,Hyderabad,Bhopal,Milk,Mini Van,National Highway,Rainy,2199,14117,111.01,46,20.6,9772.23,3501.36,2617.94,594.24,89574.46,37,40.73417917235107,0.0,0.0,0.5567567567567568,244110.99,0.2783783783783784
5236,SHP05237,Ranchi,Patna,Fish,Refrigerated Truck,Urban Road,Clear,209,18822,91.11,45,64.09,4555.51,1023.34,6694.77,1379.81,48190.7,70,230.57751196172248,0.0,0.0,0.9155714285714286,19041.99,0.4577857142857143
5237,SHP05238,Mumbai,Hyderabad,Frozen Peas,Refrigerated Truck,State Highway,Rainy,1730,19939,97.5,30,5.1,11781.45,4251.7,7427.63,468.14,6554.63,25,3.788803468208093,0.0,0.0,0.204,168675.0,0.102
5238,SHP05239,Bhubaneswar,Ranchi,Meat,Refrigerated Truck,Urban Road,Foggy,54,15209,98.95,59,10.88,8019.4,2124.94,3263.53,324.8,49569.75,59,917.9583333333334,0.0,0.0,0.1844067796610169,5343.3,0.0922033898305084
5239,SHP05240,Lucknow,Patna,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,430,19980,101.47,66,5.7,5183.21,1242.84,6453.42,2472.03,80695.01,22,187.66281395348835,0.0,0.0,0.2590909090909091,43632.1,0.1295454545454545
5240,SHP05241,Raipur,Chandigarh,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Clear,995,1529,85.67,52,68.13,13037.17,4890.32,1697.3,2953.95,20434.05,19,20.536733668341707,49.13,0.721121385586379,3.58578947368421,85241.65000000001,2.1534554296352946
5241,SHP05242,Bhopal,Mumbai,Fresh Fruits,Mini Van,Urban Road,Rainy,2052,2004,107.76,56,13.21,9618.11,3486.85,7060.43,1256.8,112935.08,24,55.03658869395712,0.0,0.0,0.5504166666666667,221123.52,0.2752083333333333
5242,SHP05243,Bhubaneswar,Mumbai,Meat,Refrigerated Truck,Urban Road,Rainy,957,1364,110.86,66,65.23,6608.31,1089.21,4256.03,2863.15,43721.93,62,45.68644723092999,3.230000000000004,0.04951709336195,1.0520967741935483,106093.02,0.5508069337777493
5243,SHP05244,Bhopal,Indore,Cheese,Refrigerated Truck,National Highway,Hot,1022,19074,89.27,45,36.19,7074.56,4378.4,2734.61,2623.07,72850.72,64,71.28250489236791,0.0,0.0,0.56546875,91233.94,0.282734375
5244,SHP05245,Raipur,Ranchi,Frozen Peas,Refrigerated Truck,State Highway,Hot,1909,15538,111.9,53,30.85,4394.3,4158.75,4684.44,3169.37,17732.47,58,9.28887899423782,0.0,0.0,0.531896551724138,213617.1,0.265948275862069
5245,SHP05246,Bengaluru,Mumbai,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,353,10910,110.53,57,33.0,2072.89,694.73,2801.85,1060.07,7863.28,61,22.27558073654391,0.0,0.0,0.5409836065573771,39017.09,0.2704918032786885
5246,SHP05247,Chandigarh,Raipur,Fresh Fruits,Mini Van,State Highway,Rainy,1229,17373,101.27,59,32.47,4887.45,808.22,6583.89,2079.01,65200.31,12,53.05151342554922,20.47,0.6304280874653526,2.705833333333333,124460.83,1.6681307103993428
5247,SHP05248,Pune,Nagpur,Paneer,Mini Van,State Highway,Clear,321,7627,93.24,55,27.24,4332.52,1273.94,3252.53,1080.28,59344.43,12,184.8736137071651,15.239999999999998,0.5594713656387665,2.27,29930.04,1.4147356828193831
5248,SHP05249,Lucknow,Ranchi,Frozen Peas,Refrigerated Truck,State Highway,Rainy,172,18926,91.22,53,59.13,5367.64,4518.8,1511.77,3521.44,119744.24,54,696.1874418604651,5.130000000000003,0.0867579908675799,1.095,15689.84,0.59087899543379
5249,SHP05250,Raipur,Bengaluru,Milk,Mini Van,National Highway,Foggy,560,10233,99.67,60,38.54,7302.93,3681.08,1245.38,2688.19,99816.65,49,178.24401785714284,0.0,0.0,0.786530612244898,55815.2,0.393265306122449
5250,SHP05251,Patna,Lucknow,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,1606,5382,100.22,54,71.39,1413.99,4527.21,2820.47,615.46,85836.41,19,53.44732876712329,52.39,0.7338562823924919,3.757368421052632,160953.32,2.2456123517225617
5251,SHP05252,Bhubaneswar,Raipur,Paneer,Mini Van,Urban Road,Foggy,769,6435,104.56,31,39.21,2036.99,4254.92,4724.78,1653.67,78657.7,44,102.2856957087126,0.0,0.0,0.8911363636363636,80406.64,0.4455681818181818
5252,SHP05253,Mumbai,Bhopal,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Rainy,956,3788,109.05,36,59.66,11076.78,2758.07,5445.13,441.9,113673.64,68,118.90548117154812,0.0,0.0,0.8773529411764706,104251.8,0.4386764705882353
5253,SHP05254,Kolkata,Ranchi,Fresh Vegetables,Mini Van,State Highway,Clear,1703,15530,113.03,52,54.67,3159.28,444.52,4543.1,3943.67,107702.98,67,63.24308866705813,0.0,0.0,0.8159701492537313,192490.09,0.4079850746268657
5254,SHP05255,Chennai,Jaipur,Milk,Non-Refrigerated Truck,State Highway,Foggy,1786,14254,108.89,58,31.27,5415.09,3660.23,5890.18,3346.27,16402.88,30,9.18414333706607,1.2699999999999996,0.0406140070354972,1.0423333333333331,194477.54,0.5414736701844153
5255,SHP05256,Pune,Kolkata,Milk,Non-Refrigerated Truck,Urban Road,Rainy,1923,10616,112.27,64,57.63,9735.73,3161.45,5767.82,1605.88,41183.51,39,21.416281851274054,18.630000000000003,0.323269130661114,1.477692307692308,215895.21,0.9004807191767109
5256,SHP05257,Bhubaneswar,Ranchi,Fresh Fruits,Mini Van,State Highway,Hot,446,18845,99.98,59,14.54,14665.7,1314.63,5018.92,1721.99,29654.27,65,66.48939461883408,0.0,0.0,0.2236923076923077,44591.08,0.1118461538461538
5257,SHP05258,Lucknow,Chandigarh,Ready-to-Eat Meals,Mini Van,State Highway,Rainy,1913,15967,86.17,58,17.83,2428.37,4637.26,5773.2,1667.02,82028.87,42,42.87970203868269,0.0,0.0,0.4245238095238094,164843.21,0.2122619047619047
5258,SHP05259,Pune,Pune,Milk,Refrigerated Truck,State Highway,Hot,652,16534,86.55,60,46.08,11481.85,3497.5,7032.71,2732.88,103207.75,32,158.29409509202455,14.079999999999998,0.3055555555555555,1.44,56430.6,0.8727777777777778
5259,SHP05260,Ahmedabad,Raipur,Curd,Refrigerated Truck,National Highway,Clear,265,4336,93.05,31,52.39,7623.56,4051.77,1282.08,1588.18,114046.14,33,430.3627924528302,19.39,0.3701087993891964,1.5875757575757576,24658.25,0.9788422784824772
5260,SHP05261,Hyderabad,Bhopal,Cheese,Refrigerated Truck,Urban Road,Hot,50,17910,103.42,44,47.78,1859.59,3925.33,6829.93,1085.86,119509.08,66,2390.1816,0.0,0.0,0.723939393939394,5171.0,0.361969696969697
5261,SHP05262,Delhi,Kolkata,Meat,Mini Van,National Highway,Rainy,1323,1127,95.06,45,38.64,2950.26,809.48,3492.01,1291.67,104208.86,33,78.76708994708994,5.640000000000001,0.1459627329192546,1.170909090909091,125764.38,0.6584359119141728
5262,SHP05263,Kolkata,Nagpur,Curd,Non-Refrigerated Truck,Urban Road,Clear,1244,12783,89.98,37,13.36,10566.62,1542.1,3138.87,3243.71,44152.12,62,35.49205787781351,0.0,0.0,0.2154838709677419,111935.12,0.1077419354838709
5263,SHP05264,Nagpur,Lucknow,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,1149,5786,110.51,57,29.35,13252.17,3854.68,7041.91,680.76,28179.89,60,24.525578764142733,0.0,0.0,0.4891666666666667,126975.99,0.2445833333333333
5264,SHP05265,Raipur,Lucknow,Frozen Peas,Mini Van,Urban Road,Hot,811,10957,114.55,69,45.13,675.79,3001.14,5248.18,1891.34,36380.77,19,44.85914919852034,26.130000000000003,0.5789940172834035,2.375263157894737,92900.05,1.4771285875890705
5265,SHP05266,Bhubaneswar,Lucknow,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Foggy,316,6341,85.5,46,19.37,3731.11,799.61,1410.02,1764.4,85297.98,15,269.9303164556962,4.370000000000001,0.2256066081569437,1.2913333333333334,27018.0,0.7584699707451386
5266,SHP05267,Chandigarh,Indore,Fish,Non-Refrigerated Truck,Urban Road,Hot,145,6925,87.68,43,47.37,5690.48,2232.23,2334.36,2360.72,79473.55,18,548.0934482758621,29.37,0.6200126662444585,2.6316666666666664,12713.6,1.6258396664555623
5267,SHP05268,Nagpur,Mumbai,Fish,Mini Van,Urban Road,Rainy,1623,17858,99.98,50,19.93,14837.58,1348.02,7548.46,524.51,101582.18,48,62.589143561306216,0.0,0.0,0.4152083333333333,162267.54,0.2076041666666666
5268,SHP05269,Jaipur,Jaipur,Curd,Non-Refrigerated Truck,National Highway,Clear,361,16555,95.13,56,10.65,9956.86,3787.1,3887.48,424.14,35749.64,27,99.02947368421052,0.0,0.0,0.3944444444444444,34341.93,0.1972222222222222
5269,SHP05270,Patna,Bengaluru,Milk,Mini Van,Urban Road,Rainy,1420,10876,108.46,50,26.06,5731.9,860.56,2909.7,2870.13,69940.08,42,49.253577464788734,0.0,0.0,0.6204761904761904,154013.19999999998,0.3102380952380952
5270,SHP05271,Indore,Ahmedabad,Frozen Peas,Refrigerated Truck,National Highway,Hot,2080,5952,104.63,61,22.55,3424.43,3143.19,2385.24,2235.58,109259.45,21,52.52858173076923,1.5500000000000007,0.0687361419068736,1.0738095238095238,217630.4,0.5712728328581987
5271,SHP05272,Lucknow,Nagpur,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,316,5214,87.06,45,59.11,3788.23,334.84,4896.6,748.64,13029.19,64,41.23161392405064,0.0,0.0,0.92359375,27510.96,0.461796875
5272,SHP05273,Hyderabad,Pune,Paneer,Mini Van,State Highway,Foggy,1171,13387,101.35,57,36.89,1217.5,3516.71,7777.01,1724.92,46462.44,62,39.67757472245944,0.0,0.0,0.595,118680.85,0.2975
5273,SHP05274,Hyderabad,Pune,Frozen Peas,Non-Refrigerated Truck,Urban Road,Rainy,1388,8688,95.1,67,8.35,14922.59,628.94,1939.64,2238.65,14234.9,33,10.255691642651296,0.0,0.0,0.253030303030303,131998.8,0.1265151515151515
5274,SHP05275,Ahmedabad,Jaipur,Meat,Non-Refrigerated Truck,State Highway,Clear,604,18908,113.95,58,59.46,14742.43,817.3,2674.85,1606.94,91360.88,25,151.25973509933775,34.46,0.5795492768247561,2.3784,68825.8,1.478974638412378
5275,SHP05276,Delhi,Chennai,Fresh Fruits,Refrigerated Truck,Urban Road,Clear,1167,9840,99.26,65,22.27,662.22,2501.15,4468.84,721.65,11308.37,17,9.69011996572408,5.27,0.2366412213740457,1.31,115836.42,0.773320610687023
5276,SHP05277,Raipur,Nagpur,Ready-to-Eat Meals,Mini Van,National Highway,Hot,1944,19553,112.83,53,42.62,4426.59,251.49,2506.95,856.83,113786.46,22,58.53212962962963,20.62,0.4838104176442984,1.9372727272727277,219341.52,1.210541572458513
5277,SHP05278,Raipur,Raipur,Frozen Peas,Refrigerated Truck,National Highway,Clear,1090,4078,85.91,50,40.82,796.47,4894.65,7996.21,1207.76,100992.61,59,92.65377064220183,0.0,0.0,0.691864406779661,93641.9,0.3459322033898305
