Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours
SHP06176,Chennai,Bengaluru,Fish,Mini Van,National Highway,Clear,228,4038,93.1,69,25.31,10494.41,3387.61,7558.67,876.79,14255.61,63
SHP06177,Chennai,Jaipur,Fish,Mini Van,Urban Road,Rainy,600,4733,96.96,62,8.13,9051.21,1224.47,7125.79,687.91,66653.59,57
SHP06178,Pune,Nagpur,Fresh Fruits,Mini Van,National Highway,Clear,2081,16959,90.0,44,8.86,1376.44,861.84,3890.49,1528.26,83805.39,36
SHP06179,Delhi,Bhubaneswar,Milk,Mini Van,State Highway,Hot,605,15533,98.84,46,15.85,9819.83,4463.17,7259.54,1727.72,86995.33,50
SHP06180,Chandigarh,Ahmedabad,Milk,Mini Van,Urban Road,Foggy,1386,14537,97.48,46,29.69,1249.27,1581.23,6668.64,1484.04,95831.32,27
SHP06181,Hyderabad,Mumbai,Cheese,Refrigerated Truck,Urban Road,Foggy,858,9587,114.7,64,67.6,12421.26,2007.53,4130.78,3855.41,10899.39,14
SHP06182,Chennai,Jaipur,Curd,Refrigerated Truck,National Highway,Clear,1733,14166,102.82,58,48.73,13104.53,2099.15,5864.37,815.3,90547.39,63
SHP06183,Mumbai,Pune,Milk,Mini Van,National Highway,Foggy,1607,13485,87.08,41,31.09,8197.84,1223.13,2165.84,1045.48,90799.02,38
SHP06184,Bhubaneswar,Bhubaneswar,Milk,Mini Van,National Highway,Hot,206,2244,98.8,66,58.36,12802.28,3677.96,4740.29,1054.54,63383.56,62
SHP06185,Indore,Ranchi,Fresh Fruits,Refrigerated Truck,Urban Road,Hot,1887,7737,111.36,42,42.66,6311.34,2960.13,1375.35,3008.59,74096.94,26
SHP06186,Lucknow,Bengaluru,Meat,Mini Van,Urban Road,Rainy,1525,3841,111.0,50,32.39,4705.56,4465.99,3876.3,2768.59,82817.05,15
SHP06187,Bengaluru,Patna,Fish,Non-Refrigerated Truck,National Highway,Hot,2100,18591,113.85,68,13.82,7519.51,1253.31,5396.77,955.45,62156.98,42
SHP06188,Jaipur,Bengaluru,Cheese,Refrigerated Truck,State Highway,Rainy,250,4751,111.83,30,67.04,8602.32,1829.61,5392.4,395.78,119018.87,44
SHP06189,Mumbai,Chandigarh,Milk,Non-Refrigerated Truck,Urban Road,Rainy,1396,14000,90.29,42,46.42,11613.61,2574.48,3592.65,446.45,10604.71,12
SHP06190,Mumbai,Nagpur,Fresh Vegetables,Refrigerated Truck,National Highway,Clear,394,13721,85.11,53,33.87,9229.96,2466.92,1617.14,1200.03,18056.66,65
SHP06191,Hyderabad,Chennai,Fish,Refrigerated Truck,State Highway,Foggy,2194,14010,103.49,53,33.8,12909.84,4911.82,5486.86,3096.39,36665.09,69
SHP06192,Lucknow,Lucknow,Paneer,Refrigerated Truck,National Highway,Hot,2051,13886,106.07,42,56.02,14069.44,3061.59,1593.04,3618.0,70850.19,66
SHP06193,Bhubaneswar,Hyderabad,Curd,Refrigerated Truck,Urban Road,Foggy,670,16404,88.94,65,16.2,8068.94,2169.38,2640.27,3640.46,111148.77,27
SHP06194,Indore,Chennai,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,1827,4278,90.01,34,32.39,10906.3,1569.05,6622.97,1899.45,115800.9,20
SHP06195,Kolkata,Mumbai,Frozen Peas,Refrigerated Truck,National Highway,Hot,1432,5513,113.89,43,8.28,7482.01,2971.3,4056.55,3340.27,115593.93,12
SHP06196,Raipur,Bhopal,Cheese,Refrigerated Truck,State Highway,Foggy,928,6736,113.31,45,9.43,13637.92,2823.71,7998.4,2958.1,114591.7,35
SHP06197,Patna,Bhubaneswar,Meat,Mini Van,Urban Road,Hot,1182,1145,89.71,35,39.79,942.7,2638.71,6391.79,566.73,104116.35,52
SHP06198,Hyderabad,Mumbai,Milk,Mini Van,National Highway,Clear,1004,2739,92.41,31,29.89,10919.84,4730.13,3836.19,3709.12,66324.96,37
SHP06199,Ranchi,Patna,Fish,Mini Van,National Highway,Hot,2192,10153,111.76,33,52.93,7696.95,2620.18,1768.75,2307.5,82457.53,56
SHP06200,Raipur,Bengaluru,Fish,Non-Refrigerated Truck,State Highway,Rainy,181,19162,98.05,45,71.1,1386.42,1294.59,4004.17,2012.21,7668.1,65
SHP06201,Chennai,Patna,Cheese,Refrigerated Truck,State Highway,Hot,654,7594,108.94,65,62.44,11312.46,948.57,1956.43,2470.08,8277.29,31
SHP06202,Lucknow,Raipur,Fresh Vegetables,Mini Van,Urban Road,Clear,615,15149,96.88,50,34.05,6195.93,4566.35,5829.54,955.78,105265.12,55
SHP06203,Bengaluru,Mumbai,Paneer,Mini Van,State Highway,Clear,1450,9218,107.09,46,29.69,8144.62,4989.59,1735.17,891.07,47185.47,42
SHP06204,Nagpur,Bhubaneswar,Meat,Mini Van,State Highway,Foggy,307,11403,96.9,32,43.78,10835.7,3043.17,7603.17,1912.36,48112.26,59
SHP06205,Bhopal,Patna,Meat,Refrigerated Truck,Urban Road,Clear,1713,4958,111.98,53,10.23,4155.01,3690.22,3728.29,2424.03,27028.03,48
SHP06206,Hyderabad,Chennai,Fish,Refrigerated Truck,National Highway,Rainy,1935,19301,94.77,35,71.16,4680.75,2218.36,1228.62,511.44,34903.71,25
SHP06207,Indore,Bengaluru,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,388,19021,100.69,48,70.71,5671.6,4336.66,6800.22,615.13,86605.78,39
SHP06208,Ahmedabad,Chandigarh,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Foggy,2116,10417,100.65,63,66.76,11340.43,1864.17,3459.82,3778.73,104172.56,28
SHP06209,Bengaluru,Jaipur,Fish,Refrigerated Truck,State Highway,Clear,1757,10420,104.47,51,49.03,14736.34,292.22,5689.63,1620.38,48272.74,44
SHP06210,Patna,Bengaluru,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Clear,2159,7265,94.2,32,38.21,5762.95,382.95,7043.29,703.27,81330.57,39
SHP06211,Ranchi,Delhi,Milk,Mini Van,National Highway,Hot,960,15186,104.28,68,52.05,9356.57,4162.81,1411.77,849.86,89175.66,55
SHP06212,Delhi,Nagpur,Cheese,Non-Refrigerated Truck,State Highway,Foggy,2164,4554,89.23,52,25.38,5198.73,2219.99,1110.06,1764.44,64346.83,12
SHP06213,Ranchi,Bengaluru,Curd,Mini Van,National Highway,Hot,772,11743,111.81,40,61.95,13213.37,4845.1,1991.01,3435.68,50901.27,16
SHP06214,Bengaluru,Ahmedabad,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Foggy,903,628,89.33,61,13.15,14064.85,2204.63,2648.86,1579.33,74283.53,56
SHP06215,Chennai,Nagpur,Fresh Vegetables,Mini Van,National Highway,Foggy,224,8900,110.21,59,58.64,3249.53,4740.59,4668.85,3018.58,69807.8,48
SHP06216,Patna,Ranchi,Fish,Non-Refrigerated Truck,Urban Road,Foggy,1454,8737,105.79,65,62.99,9984.38,2458.61,7726.72,1377.75,41839.55,18
SHP06217,Bhopal,Hyderabad,Frozen Peas,Non-Refrigerated Truck,State Highway,Foggy,568,7135,95.23,32,15.57,13636.26,3664.2,4815.39,1949.07,43719.96,39
SHP06218,Ranchi,Ahmedabad,Frozen Peas,Refrigerated Truck,State Highway,Foggy,946,12751,94.82,69,36.54,7387.3,1607.47,7015.12,1210.83,27900.88,22
SHP06219,Chandigarh,Mumbai,Milk,Refrigerated Truck,National Highway,Foggy,282,500,113.98,69,64.63,5362.46,2834.64,2397.23,3013.24,70316.08,15
SHP06220,Mumbai,Jaipur,Milk,Mini Van,State Highway,Clear,583,8504,90.85,65,69.23,13631.96,1762.71,7251.62,3211.1,112836.43,23
SHP06221,Hyderabad,Bengaluru,Milk,Refrigerated Truck,National Highway,Clear,874,15294,106.69,45,59.17,4239.12,3449.2,6002.25,2001.68,44160.59,37
SHP06222,Hyderabad,Bengaluru,Milk,Mini Van,State Highway,Clear,174,2134,90.51,61,67.98,3502.96,1293.48,7649.12,2950.36,82239.99,37
SHP06223,Nagpur,Kolkata,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,747,9595,112.16,65,67.72,13267.8,1917.97,7114.27,1486.08,99659.01,52
SHP06224,Chandigarh,Ranchi,Milk,Refrigerated Truck,State Highway,Foggy,1111,11863,107.26,67,70.62,9687.35,3242.92,6951.82,2000.28,115969.38,35
SHP06225,Ahmedabad,Ranchi,Meat,Mini Van,National Highway,Clear,297,2394,112.98,51,32.11,3183.1,1657.64,1511.86,3540.54,97523.11,56
SHP06226,Ahmedabad,Ranchi,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Foggy,2056,6156,111.37,67,23.51,9821.61,1539.93,5717.06,472.5,16012.76,47
SHP06227,Delhi,Pune,Frozen Peas,Mini Van,State Highway,Hot,1969,5766,101.48,41,47.04,13205.1,2025.81,3152.97,1990.53,13417.4,25
SHP06228,Pune,Bhubaneswar,Frozen Peas,Mini Van,Urban Road,Rainy,1661,5350,89.57,69,16.84,1794.95,3184.0,2808.84,504.45,87314.45,43
SHP06229,Hyderabad,Delhi,Paneer,Mini Van,National Highway,Foggy,190,2561,91.64,43,41.88,4222.02,1799.23,4172.24,1899.58,88936.51,40
SHP06230,Ahmedabad,Chennai,Frozen Peas,Refrigerated Truck,National Highway,Clear,146,15636,91.05,36,43.39,9261.07,2285.66,7070.95,2228.21,106107.28,52
SHP06231,Ahmedabad,Ahmedabad,Fresh Fruits,Refrigerated Truck,State Highway,Rainy,1728,3864,91.62,31,58.84,2167.34,300.6,1628.5,3095.99,95755.91,69
SHP06232,Nagpur,Delhi,Fresh Vegetables,Refrigerated Truck,National Highway,Hot,1427,9566,99.29,69,28.6,13629.02,3559.98,7469.24,1431.99,72968.49,19
SHP06233,Bhubaneswar,Pune,Frozen Peas,Mini Van,State Highway,Foggy,2075,19729,111.03,40,44.92,9097.8,4096.52,7006.15,3193.86,85606.08,28
SHP06234,Ranchi,Pune,Meat,Non-Refrigerated Truck,National Highway,Rainy,1600,5518,85.69,39,65.42,8982.3,4170.05,2959.06,514.93,75487.73,38
SHP06235,Jaipur,Ahmedabad,Frozen Peas,Non-Refrigerated Truck,National Highway,Foggy,1940,768,92.15,68,32.68,1310.44,2837.85,3375.51,1145.95,108757.58,70
SHP06236,Patna,Raipur,Fresh Vegetables,Mini Van,National Highway,Rainy,2067,8122,102.9,35,42.88,6609.02,2239.7,1355.09,2537.87,56885.99,56
SHP06237,Lucknow,Chandigarh,Paneer,Mini Van,State Highway,Clear,857,3909,110.96,38,57.54,3326.37,1093.04,6107.33,328.07,25818.24,40
SHP06238,Ranchi,Patna,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Foggy,584,14247,93.92,48,20.98,12223.65,3348.54,2202.51,2671.56,26357.18,22
SHP06239,Kolkata,Jaipur,Cheese,Refrigerated Truck,State Highway,Foggy,721,12874,96.48,54,11.03,5373.85,2968.15,3067.57,2960.08,7349.42,46
SHP06240,Bhopal,Raipur,Fresh Vegetables,Mini Van,State Highway,Foggy,354,3995,96.2,34,50.36,6343.97,2263.16,3785.75,3416.08,99007.67,56
SHP06241,Bengaluru,Chandigarh,Frozen Peas,Non-Refrigerated Truck,National Highway,Clear,833,18138,93.81,34,29.19,9789.52,3150.54,3846.16,3123.32,72133.52,30
SHP06242,Pune,Hyderabad,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,1361,6323,105.96,32,29.95,10902.61,4780.5,6610.87,3756.48,58362.99,42
SHP06243,Jaipur,Jaipur,Milk,Non-Refrigerated Truck,State Highway,Clear,1366,12462,104.67,33,67.25,11954.7,852.03,4464.92,2262.71,90495.21,66
SHP06244,Ahmedabad,Bhubaneswar,Curd,Refrigerated Truck,National Highway,Hot,86,12371,110.3,41,31.74,3035.51,4830.35,1389.53,3048.58,41346.55,34
SHP06245,Ranchi,Mumbai,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Hot,350,13544,112.53,55,68.85,4307.02,2937.15,5203.79,3302.85,88861.2,60
SHP06246,Hyderabad,Kolkata,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,185,12739,112.01,35,11.23,1839.61,4193.6,3147.67,2647.69,103603.38,51
SHP06247,Ranchi,Bhubaneswar,Cheese,Non-Refrigerated Truck,State Highway,Rainy,224,8685,101.2,39,27.32,12918.48,4969.96,3379.05,3742.42,75882.73,35
SHP06248,Hyderabad,Delhi,Fresh Fruits,Mini Van,National Highway,Foggy,1291,9514,90.57,56,51.12,5073.82,4656.66,2446.68,2050.7,116687.34,32
SHP06249,Nagpur,Chandigarh,Fish,Mini Van,State Highway,Rainy,1421,13758,91.66,69,12.57,2329.15,2116.1,1782.07,1133.07,89446.67,18
SHP06250,Delhi,Chennai,Fresh Fruits,Mini Van,State Highway,Hot,180,12737,102.71,52,30.32,5014.63,2397.61,2793.3,1280.19,55436.86,62
SHP06251,Jaipur,Ahmedabad,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Rainy,676,11187,112.55,67,61.92,1328.84,3108.16,7137.91,1627.63,76870.4,22
SHP06252,Bhopal,Bengaluru,Frozen Peas,Non-Refrigerated Truck,Urban Road,Foggy,337,18678,100.91,59,55.8,12630.46,3262.27,7102.22,3025.3,18866.19,53
SHP06253,Raipur,Bengaluru,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,1840,2683,113.07,66,23.18,4662.02,1295.52,7615.43,2359.5,109939.74,53
SHP06254,Chandigarh,Chandigarh,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Rainy,2153,5356,92.87,54,28.24,5576.05,4749.52,1239.57,3758.24,79829.36,20
SHP06255,Ahmedabad,Indore,Paneer,Refrigerated Truck,Urban Road,Hot,2097,10993,87.59,43,38.35,14134.93,4174.15,7303.57,3624.4,52209.35,47
SHP06256,Bengaluru,Jaipur,Curd,Non-Refrigerated Truck,State Highway,Foggy,1684,17212,108.89,32,53.73,3245.3,825.31,3530.62,1992.66,103157.01,46
SHP06257,Lucknow,Bhopal,Fresh Fruits,Refrigerated Truck,National Highway,Hot,1945,11267,111.38,33,14.33,3457.73,4958.34,5540.01,1764.88,12038.6,53
SHP06258,Pune,Chennai,Curd,Mini Van,National Highway,Foggy,1645,10509,98.44,65,39.88,8626.78,4981.0,5338.76,3890.69,66158.95,63
SHP06259,Lucknow,Bhopal,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Hot,736,6907,88.07,54,8.99,14598.0,1900.85,2201.9,2080.9,90437.55,57
SHP06260,Kolkata,Chandigarh,Milk,Refrigerated Truck,National Highway,Rainy,858,4442,86.27,37,31.05,13567.12,4271.74,2204.71,3967.54,85978.59,36
SHP06261,Jaipur,Chandigarh,Cheese,Mini Van,Urban Road,Clear,53,9703,86.88,54,16.99,9096.86,1451.18,2493.7,1175.82,6955.57,30
SHP06262,Nagpur,Pune,Ready-to-Eat Meals,Mini Van,Urban Road,Clear,1661,5679,98.17,65,25.01,12277.34,968.78,2881.48,3594.88,30998.69,33
SHP06263,Mumbai,Raipur,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,1033,2515,92.04,59,26.54,7570.52,4301.23,3586.02,1296.7,103945.46,16
SHP06264,Jaipur,Ranchi,Meat,Refrigerated Truck,State Highway,Foggy,1586,3005,98.86,44,56.37,6802.11,2893.78,4185.08,2679.17,34844.7,27
SHP06265,Delhi,Nagpur,Fish,Refrigerated Truck,National Highway,Rainy,831,12223,99.65,66,22.03,6306.75,495.06,3513.8,3996.75,60095.31,59
SHP06266,Lucknow,Delhi,Meat,Refrigerated Truck,National Highway,Foggy,1467,9390,98.74,34,49.14,7090.68,4196.54,5125.03,2421.38,118604.63,14
SHP06267,Lucknow,Chandigarh,Meat,Mini Van,State Highway,Clear,1237,12140,103.6,47,40.26,10750.47,2040.75,2100.1,3364.05,73675.08,43
SHP06268,Chennai,Bhopal,Curd,Refrigerated Truck,State Highway,Clear,1883,12177,105.38,61,58.69,12411.27,1010.74,7526.45,1220.49,69066.2,64
SHP06269,Hyderabad,Delhi,Fresh Fruits,Mini Van,National Highway,Rainy,1044,16338,96.88,36,25.87,8852.0,2730.35,6860.94,2388.25,71543.74,29
SHP06270,Hyderabad,Mumbai,Fresh Vegetables,Refrigerated Truck,Urban Road,Hot,1451,17584,95.11,33,71.64,13099.73,2456.82,1362.77,2026.7,25646.6,70
SHP06271,Mumbai,Jaipur,Frozen Peas,Mini Van,Urban Road,Rainy,2145,15996,96.05,60,24.11,9761.25,4056.81,4231.09,1684.32,84148.83,57
SHP06272,Bhubaneswar,Bhopal,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Clear,1603,8483,87.11,45,43.41,12139.66,2498.01,6702.81,527.51,7683.97,16
SHP06273,Mumbai,Bengaluru,Paneer,Mini Van,Urban Road,Rainy,1405,3769,94.65,32,46.99,10499.32,3388.16,3467.2,3048.37,42164.61,67
SHP06274,Indore,Jaipur,Meat,Refrigerated Truck,Urban Road,Clear,1082,8115,91.0,32,40.6,11719.86,1898.87,3964.01,3913.95,40449.94,49
SHP06275,Bengaluru,Bhopal,Fish,Mini Van,State Highway,Foggy,709,14359,93.73,32,62.4,776.28,725.89,7970.29,2604.62,13607.09,55
SHP06276,Pune,Bengaluru,Fresh Fruits,Refrigerated Truck,State Highway,Clear,1547,14797,106.43,58,11.68,13074.71,408.42,6288.56,583.58,43619.61,25
SHP06277,Ranchi,Patna,Cheese,Non-Refrigerated Truck,National Highway,Clear,1014,16219,114.66,48,44.61,13346.06,1738.82,2938.82,2762.71,74314.65,67
SHP06278,Delhi,Pune,Fresh Vegetables,Mini Van,State Highway,Rainy,2124,13311,112.71,33,38.43,12699.02,3409.12,4956.71,3994.11,48352.85,54
SHP06279,Delhi,Nagpur,Milk,Non-Refrigerated Truck,State Highway,Rainy,1037,5498,109.65,64,32.37,11087.27,251.38,6618.94,3078.47,7386.07,22
SHP06280,Raipur,Ranchi,Fish,Mini Van,State Highway,Rainy,662,1995,107.12,45,27.54,11919.09,1395.19,2961.95,1866.28,76971.72,24
SHP06281,Delhi,Hyderabad,Curd,Mini Van,State Highway,Foggy,2180,1590,113.35,55,14.4,3127.78,927.08,1532.98,3920.84,40137.9,51
SHP06282,Bhopal,Mumbai,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,1927,15781,107.56,67,48.2,1190.57,2419.6,3308.8,3670.26,119822.88,15
SHP06283,Jaipur,Ranchi,Meat,Non-Refrigerated Truck,State Highway,Foggy,1326,19083,99.13,33,12.0,4701.28,3782.11,7177.98,3174.73,108460.69,42
SHP06284,Patna,Bengaluru,Frozen Peas,Mini Van,State Highway,Hot,2194,5069,103.04,63,60.39,6915.47,2852.96,4275.1,3745.02,61069.24,71
SHP06285,Chennai,Kolkata,Milk,Mini Van,National Highway,Rainy,920,10936,94.17,50,34.45,4426.28,3119.6,5180.84,3159.24,47346.76,68
SHP06286,Nagpur,Nagpur,Paneer,Mini Van,State Highway,Rainy,1526,15450,85.1,54,45.17,13124.63,4741.75,1289.18,3914.85,13002.58,58
SHP06287,Chandigarh,Hyderabad,Meat,Non-Refrigerated Truck,National Highway,Hot,278,7286,95.61,32,9.29,14483.86,2394.86,2676.29,3105.89,5169.78,55
SHP06288,Indore,Ahmedabad,Frozen Peas,Refrigerated Truck,Urban Road,Hot,1068,9299,97.14,47,10.35,11676.5,4107.51,6493.35,848.72,96845.4,62
SHP06289,Bhopal,Chennai,Curd,Non-Refrigerated Truck,Urban Road,Hot,1270,17611,106.99,54,20.04,7410.82,1850.48,5979.31,667.47,61622.26,15
SHP06290,Bhopal,Kolkata,Curd,Mini Van,State Highway,Clear,1244,12476,110.78,61,57.02,2613.57,3177.78,1776.1,1210.99,41629.03,63
SHP06291,Delhi,Delhi,Fresh Fruits,Mini Van,State Highway,Clear,1976,17526,113.88,49,37.04,13144.6,3887.77,6743.17,808.65,70526.57,59
SHP06292,Lucknow,Mumbai,Cheese,Non-Refrigerated Truck,State Highway,Clear,1688,12477,95.55,44,25.14,12708.99,4170.12,4722.8,2388.76,40167.7,21
SHP06293,Chennai,Bhopal,Paneer,Mini Van,State Highway,Hot,826,13590,113.72,31,61.76,2853.33,1265.62,2749.45,2744.74,49085.41,40
SHP06294,Kolkata,Jaipur,Cheese,Mini Van,Urban Road,Foggy,1596,4543,108.98,59,17.05,1206.24,1424.0,2088.56,762.47,13409.91,61
SHP06295,Ranchi,Indore,Milk,Mini Van,Urban Road,Rainy,1453,8260,85.93,41,21.64,13534.96,2009.41,2200.16,326.01,55831.11,46
SHP06296,Ahmedabad,Lucknow,Fresh Fruits,Mini Van,State Highway,Clear,1661,9783,102.86,68,56.82,12418.13,1400.83,3925.98,2879.46,21356.48,24
SHP06297,Ranchi,Lucknow,Curd,Mini Van,National Highway,Hot,1061,10980,95.97,36,5.84,14046.66,2791.93,7132.65,485.54,54515.64,27
SHP06298,Raipur,Bhubaneswar,Curd,Refrigerated Truck,National Highway,Rainy,103,10426,86.02,51,18.98,5689.25,4073.71,3574.4,2968.85,94154.86,56
SHP06299,Patna,Indore,Meat,Non-Refrigerated Truck,Urban Road,Clear,2194,4266,100.95,37,39.45,10039.98,936.76,5557.56,560.91,32095.46,33
SHP06300,Ranchi,Ranchi,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Hot,554,16069,102.54,52,66.22,13030.88,2155.25,1999.28,3864.51,31379.47,70
SHP06301,Patna,Hyderabad,Fish,Non-Refrigerated Truck,State Highway,Rainy,197,17037,92.57,52,22.08,5450.72,3688.13,1447.19,1223.38,86762.5,24
SHP06302,Mumbai,Lucknow,Curd,Refrigerated Truck,State Highway,Clear,566,18091,113.2,41,18.49,7380.65,3577.31,3877.97,549.79,66762.41,65
SHP06303,Chandigarh,Patna,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Clear,465,3115,103.31,35,70.29,8209.45,1346.13,2151.16,2601.48,53332.92,52
SHP06304,Delhi,Jaipur,Fish,Non-Refrigerated Truck,State Highway,Clear,2087,5819,90.28,43,39.67,924.45,3369.96,2362.78,2973.81,10626.99,65
SHP06305,Patna,Mumbai,Meat,Non-Refrigerated Truck,State Highway,Clear,605,2480,106.64,57,8.25,12511.51,4839.84,2887.46,3719.35,59079.54,41
SHP06306,Kolkata,Bhubaneswar,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Clear,255,3389,99.97,34,22.8,14185.09,3206.06,1430.53,3355.28,51972.93,32
SHP06307,Chandigarh,Indore,Fish,Mini Van,National Highway,Hot,1988,11301,99.2,33,40.29,6548.44,1770.19,6606.03,1341.87,23647.22,54
SHP06308,Bengaluru,Chennai,Cheese,Refrigerated Truck,Urban Road,Rainy,1051,9400,110.04,54,8.89,9361.7,2671.94,4794.41,1040.34,112011.73,28
SHP06309,Chennai,Pune,Fish,Refrigerated Truck,Urban Road,Clear,167,16355,89.15,56,51.09,8353.51,1822.18,3849.85,1430.36,51767.48,55
SHP06310,Bhopal,Jaipur,Fresh Fruits,Mini Van,National Highway,Rainy,1444,13310,99.73,33,39.53,5544.5,2752.5,3319.14,1193.58,5095.36,48
SHP06311,Lucknow,Ahmedabad,Curd,Refrigerated Truck,National Highway,Clear,1354,6502,108.42,58,52.26,1695.24,4235.76,1006.82,2964.11,116380.3,58
SHP06312,Chandigarh,Hyderabad,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,1508,8665,104.81,56,27.24,8041.98,842.58,7085.5,2885.16,58618.22,45
SHP06313,Bhubaneswar,Delhi,Fresh Vegetables,Refrigerated Truck,State Highway,Hot,1190,12741,85.16,36,32.56,4039.59,2182.18,6333.12,2371.8,76609.25,57
SHP06314,Mumbai,Nagpur,Cheese,Mini Van,Urban Road,Rainy,1657,10075,108.62,61,67.11,9958.98,3243.09,6117.44,559.07,49273.13,43
SHP06315,Pune,Ranchi,Milk,Non-Refrigerated Truck,Urban Road,Clear,590,4145,113.34,49,18.33,8289.72,2432.37,2221.17,3827.45,95112.02,65
SHP06316,Jaipur,Ranchi,Meat,Refrigerated Truck,National Highway,Hot,1098,2621,106.14,65,6.69,9062.66,3951.57,1365.37,1594.38,40648.02,62
SHP06317,Lucknow,Kolkata,Curd,Non-Refrigerated Truck,Urban Road,Clear,2184,3441,111.28,59,70.79,9225.21,974.74,1452.91,3313.62,57125.62,22
SHP06318,Bhubaneswar,Hyderabad,Milk,Refrigerated Truck,Urban Road,Clear,1260,11003,95.82,58,4.5,13342.37,4398.0,4753.88,3249.75,53808.85,68
SHP06319,Pune,Patna,Milk,Non-Refrigerated Truck,National Highway,Foggy,1469,16786,95.52,57,64.4,2637.6,4895.72,5452.87,1398.1,54915.52,19
SHP06320,Pune,Ahmedabad,Meat,Mini Van,State Highway,Hot,1155,17068,94.63,69,60.17,12182.11,1927.49,7987.38,1218.56,77196.3,40
SHP06321,Chennai,Delhi,Milk,Mini Van,State Highway,Rainy,1941,19889,107.05,32,37.16,14343.51,746.65,4656.55,2280.2,95567.85,57
SHP06322,Indore,Bhopal,Frozen Peas,Refrigerated Truck,State Highway,Rainy,481,8155,113.26,56,51.96,10959.06,4940.79,3326.66,1623.72,50025.11,27
SHP06323,Pune,Bhubaneswar,Fresh Fruits,Refrigerated Truck,National Highway,Clear,580,1229,111.56,50,11.15,2516.24,1884.12,5758.35,3703.58,77264.45,45
SHP06324,Raipur,Bhubaneswar,Paneer,Non-Refrigerated Truck,Urban Road,Clear,417,12767,89.51,66,55.93,12828.48,2562.38,5507.59,3676.61,12418.72,48
SHP06325,Delhi,Bhopal,Paneer,Mini Van,State Highway,Clear,816,1066,103.78,64,57.3,11981.05,1364.91,1160.33,3155.45,13251.19,55
SHP06326,Bengaluru,Nagpur,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Foggy,2150,1811,114.88,49,7.49,13009.8,466.22,1866.04,377.91,17236.52,21
SHP06327,Ranchi,Chandigarh,Curd,Mini Van,National Highway,Clear,596,12115,93.86,38,37.81,7551.95,802.18,5846.44,3429.33,31230.86,58
SHP06328,Patna,Pune,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Clear,716,8236,104.04,64,68.47,12393.55,1341.25,1576.46,2726.64,25468.27,56
SHP06329,Mumbai,Bhubaneswar,Curd,Non-Refrigerated Truck,State Highway,Rainy,2046,12792,112.2,39,68.68,2733.2,4941.96,6643.4,2239.22,60027.55,35
SHP06330,Jaipur,Kolkata,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,791,14698,111.99,50,70.95,8861.77,4022.57,7354.57,1744.37,35681.11,49
SHP06331,Pune,Raipur,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Rainy,1124,1123,94.64,53,48.65,8500.21,2218.67,2399.97,2580.97,84054.98,25
SHP06332,Kolkata,Nagpur,Fresh Vegetables,Mini Van,National Highway,Foggy,2140,8116,87.82,68,13.6,13502.65,1732.7,4538.38,1247.64,94662.15,21
SHP06333,Bhubaneswar,Lucknow,Fresh Fruits,Refrigerated Truck,Urban Road,Foggy,1620,9189,104.38,30,32.08,13012.2,889.83,3201.84,2430.73,51411.87,23
SHP06334,Kolkata,Hyderabad,Fresh Fruits,Refrigerated Truck,Urban Road,Hot,916,6565,113.41,60,53.43,10882.59,2527.83,4646.54,2708.57,106738.02,21
SHP06335,Bhopal,Bhubaneswar,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,1142,8914,100.24,52,23.3,3035.3,4554.19,5311.71,2803.1,72313.35,32
